Date,Close,RSI
21:54,404.0,
21:55,404.22,
21:56,404.23,
21:57,404.175,
21:58,404.13,
21:59,404.4,
22:00,404.32,
22:01,404.255,
22:02,404.09,
22:03,404.21,
22:04,404.49,
22:05,404.5,
22:06,404.59,
22:07,404.775,
22:08,404.68,70.1183431952665
22:09,404.56,60.691823899370455
22:10,404.64,62.349397590360724
22:11,404.93,69.92084432717685
22:12,405.3,76.35135135135206
22:13,405.51,75.69444444444514
22:14,405.59,79.39814814814815
22:15,405.78,83.3698030634573
22:16,406.25,91.69884169884259
22:17,406.11,86.39846743295145
22:18,406.12,84.82905982906095
22:19,406.51,86.94852941176572
22:20,406.64,87.13768115942139
22:21,406.26,75.12690355330034
22:22,406.69,80.54711246200628
22:23,406.435,77.372262773723
22:24,406.52,77.40524781341142
22:25,406.46,73.90625000000009
22:26,406.72,72.9773462783176
22:27,406.6,68.1666666666672
22:28,406.42,63.387096774194106
22:29,405.74,49.44289693593367
22:30,406.22,49.58333333333371
22:31,406.4,53.983516483516
22:32,406.11,49.87244897959195
22:33,406.06,43.71508379888281
22:34,406.09,42.097701149425035
22:35,406.4,52.05278592375348
22:36,406.54,47.596153846154216
22:37,406.36,48.768472906404135
22:38,406.32,46.66666666666692
22:39,406.06,43.75000000000045
22:40,406.25,42.49201277955227
22:41,406.09,41.9558359621444
22:42,406.375,49.312977099236406
22:43,406.63,65.61403508771895
